wconfid,pctid,y
2,20,0.4996249062265567
2,20,0.5033133283320831
2,20,0.494748687171793
2,20,0.49743685921480374
2,20,0.5001250312578145
2,20,0.4964366091522881
2,20,0.49768692173043266
2,20,0.5047511877969493
2,20,0.5003750937734434
2,20,0.5047511877969493
2,20,0.5003750937734434
2,20,0.49768692173043266
2,20,0.5015628907226807
2,20,0.5042510627656914
2,20,0.5050012503125781
2,20,0.5050012503125781
2,20,0.5011252813203301
2,20,0.5062515628907227
2,20,0.5020630157539385
2,20,0.49331082770692675
2,20,0.501375343835959
2,20,0.4996249062265567
2,20,0.49374843710927735
2,20,0.49818704676169046
2,20,0.5033133283320831
2,20,0.4949987496874219
2,20,0.49818704676169046
2,20,0.5033133283320831
2,20,0.49912478119529885
2,20,0.4984371092773194
2,20,0.503563390847712
2,20,0.49424856214053514
2,20,0.49912478119529885
2,20,0.5028132033008252
2,20,0.494748687171793
2,20,0.49743685921480374
2,20,0.49987496874218557
2,20,0.4959989997499375
2,20,0.5086896724181046
2,20,0.5045011252813204
2,20,0.5001250312578145
2,20,0.5050012503125781
2,20,0.49987496874218557
2,20,0.50743935983996
2,20,0.4984371092773194
2,20,0.5003750937734434
2,20,0.49793698424606153
2,20,0.4930607651912979
2,20,0.501375343835959
2,20,0.49868717179294825
2,20,0.49256064016004003
2,20,0.5015628907226807
2,20,0.4993748437109278
2,20,0.49331082770692675
2,20,0.5025631407851964
2,20,0.49912478119529885
2,20,0.494748687171793
2,20,0.5033133283320831
2,20,0.5040635158789698
2,20,0.5052513128282071
2,20,0.501375343835959
2,20,0.49331082770692675
2,20,0.49912478119529885
2,20,0.5020630157539385
2,20,0.49449862465616407
2,20,0.49912478119529885
2,20,0.5023130782695674
2,20,0.49912478119529885
2,20,0.4993748437109278
2,20,0.5023130782695674
2,20,0.49356089022255567
2,20,0.49912478119529885
2,20,0.5025631407851964
2,20,0.49331082770692675
2,20,0.49793698424606153
2,20,0.5015628907226807
2,20,0.5079394848712179
2,20,0.5050012503125781
2,20,0.49768692173043266
2,20,0.5057514378594649
2,20,0.4952488122030508
2,20,0.49818704676169046
2,20,0.5060015003750938
2,20,0.4961865466366592
2,20,0.49912478119529885
2,20,0.4971867966991748
2,20,0.5047511877969493
2,20,0.49987496874218557
2,20,0.49743685921480374
2,20,0.5062515628907227
2,20,0.5020630157539385
2,20,0.4984371092773194
2,20,0.49256064016004003
2,20,0.5008752188047012
2,20,0.501375343835959
2,20,0.5042510627656914
2,20,0.49987496874218557
2,20,0.5045011252813204
2,20,0.501375343835959
2,20,0.5018129532383097
2,20,0.5084396099024756
2,20,0.5033133283320831
2,20,0.5066891722930733
2,20,0.5050012503125781
2,20,0.49793698424606153
2,20,0.5045011252813204
2,20,0.4954988747186797
